,date,debate_name,debate_section,speaker,speech,speaking_time_seconds,candidate,bow_representation
744,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,Let me say a couple things and if I can have my full minute and a quarter. Thank you. I have no tolerance for the kind of behavior that the Me Too Movement has exposed. And anybody that does anything wrong in our company we investigate it. And if  appropriate  gone that day. But let me tell you what I do in my company and my foundation and in city government when I was there. In my foundation the person that runs  a woman. 70% of the people there are women. In my company lots and lots of women have big responsibilities. They get paid exactly the same as men. And in city hall the person  the top person my deputy mayor was a woman and 40% of our commissioners were women.,52.0,True,"[('let', 1), ('couple', 1), ('thing', 1), ('full', 1), ('minute', 1), ('quarter', 1), ('thank', 1), ('tolerance', 1), ('behavior', 1), ('too', 1), ('movement', 1), ('expose', 1), ('and', 3), ('anybody', 1), ('anything', 1), ('company', 3), ('investigate', 1), ('appropriate', 1), ('go', 1), ('but', 1), ('foundation', 2), ('city', 2), ('government', 1), ('person', 3), ('run', 1), ('woman', 5), ('lot', 2), ('responsibility', 1), ('they', 1), ('paid', 1), ('exactly', 1), ('men', 1), ('hall', 1), ('top', 1), ('deputy', 1), ('commissioner', 1)]"
745,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,I am very proud of the fact that about two weeks ago we were awarded we were voted the most  the best place to work second best place in America. If that  say something about our employees and how happy they are I  know what does.,19.0,True,"[('proud', 1), ('week', 1), ('award', 1), ('vote', 1), ('work', 1), ('america', 1), ('employee', 1), ('happy', 1)]"
747,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,Yes I have. I hope  heard what his defense was  been nice to some women. That just  cut it. The mayor has to stand on his record. And what we need to know is exactly  lurking out there. He has gotten some number of women  dozens? Who knows  to sign nondisclosure agreements both for sexual harassment and for gender discrimination in the workplace. So Mr. Mayor are you willing to release all of those women from those nondisclosure agreements so we can hear their side of the story?,44.0,True,"[('yes', 1), ('hope', 1), ('heard', 1), ('defense', 1), ('nice', 1), ('woman', 3), ('that', 1), ('cut', 1), ('the', 1), ('record', 1), ('and', 1), ('exactly', 1), ('lurk', 1), ('gotten', 1), ('dozen', 1), ('who', 1), ('know', 1), ('sign', 1), ('nondisclosure', 2), ('agreement', 2), ('sexual', 1), ('harassment', 1), ('gender', 1), ('discrimination', 1), ('workplace', 1), ('mr', 1), ('mayor', 1), ('willing', 1), ('release', 1), ('hear', 1), ('side', 1), ('story', 1)]"
752,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,None of them accused me of doing anything other than maybe they  like a joke I told. These would be agreements between two parties that wanted to keep it quiet and  up to them. They signed those agreements and  live with it.,16.0,True,"[('none', 1), ('accuse', 1), ('anything', 1), ('maybe', 1), ('joke', 1), ('told', 1), ('these', 1), ('agreement', 2), ('party', 1), ('want', 1), ('quiet', 1), ('they', 1), ('sign', 1)]"
754,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,So wait. When you say a  I just want to be clear. Some is how many? And when you say they signed them and they wanted them if they wish now to speak out and tell their side of the story about what it is they alleged  now okay with you?  releasing them on television tonight?,22.0,True,"[('wait', 1), ('when', 1), ('some', 1), ('and', 1), ('sign', 1), ('want', 1), ('wish', 1), ('speak', 1), ('side', 1), ('story', 1), ('allege', 1), ('okay', 1), ('release', 1), ('television', 1)]"
757,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,Senator the company and somebody else in this  the man or a woman or could be more than that they decided when they made an agreement that they wanted to keep it quiet for everybody interests.,16.0,True,"[('senator', 1), ('company', 1), ('somebody', 1), ('man', 1), ('woman', 1), ('decide', 1), ('make', 1), ('agreement', 1), ('want', 1), ('quiet', 1), ('everybody', 1), ('interest', 1)]"
764,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren, bound by being muzzled by you? And you could release them from that immediately. Because understand this is not just a question of the mayor character. This is also a question about electability. We are not going to be Donald Trump with a man who has who knows how many nondisclosure agreements and the drip drip drip of stories of women saying they have been harassed and discriminated against. That not what we do as Democrats.,30.0,True,"[('bound', 1), ('muzzle', 1), ('and', 1), ('release', 1), ('immediately', 1), ('because', 1), ('character', 1), ('this', 1), ('electability', 1), ('go', 1), ('donald', 1), ('trump', 1), ('man', 1), ('know', 1), ('nondisclosure', 1), ('agreement', 1), ('drip', 3), ('story', 1), ('woman', 1), ('say', 1), ('harass', 1), ('discriminate', 1), ('that', 1), ('democrat', 1)]"
767,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,Look let get something straight here. It easy all the mayor has to do is say you are released from the non-disclosed agreement period. We talk about transparency here. This guy got himself in trouble and he  disclose what he did he went to his company.,18.0,True,"[('look', 1), ('straight', 1), ('easy', 1), ('release', 1), ('nondisclosed', 1), ('agreement', 1), ('period', 1), ('transparency', 1), ('this', 1), ('guy', 1), ('get', 1), ('trouble', 1), ('disclose', 1), ('go', 1), ('company', 1)]"
768,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,To be super clear that was about the list of clients so nobody gets the wrong idea.,3.0,True,"[('super', 1), ('list', 1), ('client', 1), ('nobody', 1), ('get', 1), ('idea', 1)]"
771,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,He went to the company and said I want to be released. I want to be able to do it. Look this is about transparency. From the very beginning whether  your health record whether  your taxes whether you have cases against you whether or not people have signed nondisclosure agreements. You think that women in fact were ready to say I  want anybody to know about what you did to me. That not how it works. The way it works is they say Look this is what you did to me. And the mayor comes along and his attorney said I will give you this amount of money if you promise  never say anything. That how it works.,33.0,True,"[('go', 1), ('company', 1), ('say', 2), ('release', 1), ('able', 1), ('look', 2), ('transparency', 1), ('from', 1), ('begin', 1), ('health', 1), ('record', 1), ('tax', 1), ('case', 1), ('sign', 1), ('nondisclosure', 1), ('agreement', 1), ('you', 1), ('woman', 1), ('ready', 1), ('anybody', 1), ('that', 2), ('work', 3), ('the', 1), ('and', 1), ('come', 1), ('along', 1), ('attorney', 1), ('give', 1), ('amount', 1), ('money', 1), ('promise', 1), ('anything', 1)]"
773,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg, said  not going to end these agreements because they were made consensually and they have every right to expect that they will stay private.,11.0,True,"[('say', 1), ('go', 1), ('end', 1), ('agreement', 1), ('make', 1), ('consensually', 1), ('expect', 1), ('stay', 1), ('private', 1)]"
774,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,If they want to release it they should be able to release themselves. Say yes.,6.0,True,"[('release', 2), ('able', 1), ('say', 1)]"
775,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,You know we talk about electability and everybody up here wants to beat Trump. And we talked about stop and frisk and   has established and the problems there but maybe we should also ask how Mayor Bloomberg in 2004 supported George W. Bush for president. Put money into Republican candidates for the United States Senate when some of us Joe and I and others were fighting for Democrats to control the United States Senate.,26.0,True,"[('you', 1), ('electability', 1), ('everybody', 1), ('want', 1), ('trump', 1), ('and', 1), ('talk', 1), ('frisk', 1), ('establish', 1), ('problem', 1), ('maybe', 1), ('mayor', 1), ('bloomberg', 1), ('support', 1), ('george', 1), ('bush', 1), ('put', 1), ('money', 1), ('republican', 1), ('candidate', 1), ('united', 2), ('state', 2), ('senate', 2), ('joe', 1), ('others', 1), ('fight', 1), ('democrat', 1), ('control', 1)]"
777,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,Maybe we can talk about a billionaire saying that we should not raise the minimum wage or that we should cut social security Medicare and Medicaid. If  a way to beat Donald Trump wow I would be very surprised.,14.0,True,"[('maybe', 1), ('billionaire', 1), ('say', 1), ('raise', 1), ('minimum', 1), ('wage', 1), ('cut', 1), ('social', 1), ('security', 1), ('medicare', 1), ('medicaid', 1), ('donald', 1), ('trump', 1), ('wow', 1), ('surprised', 1)]"
780,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,Senator Klobuchar  running om your Washington experience. But last week in a Telemundo interview you could not name the President of Mexico or discuss any of his policies. Last night you defended yourself saying This  Jeopardy. But my question to you is  our next president know more about one of our largest trading partners?,26.0,False,"[('senator', 1), ('klobuchar', 1), ('run', 1), ('washington', 1), ('experience', 1), ('but', 2), ('week', 1), ('telemundo', 1), ('interview', 1), ('name', 1), ('president', 1), ('mexico', 1), ('discus', 1), ('policy', 1), ('last', 1), ('night', 1), ('defend', 1), ('say', 1), ('this', 1), ('jeopardy', 1), ('largest', 1), ('trading', 1), ('partner', 1)]"
781,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,Of course. Of course. And I  think that that momentary forgetfulness actually reflects what I know about Mexico and how much I care about it. And I first want to say greetings to President Lopez Obrador. Secondly what I meant the game of Jeopardy is that I think we could all come up with things. You know how many members are there in the Israeli Knesset? 120. Who is the president of Honduras?,37.0,True,"[('course', 2), ('and', 2), ('momentary', 1), ('forgetfulness', 1), ('reflect', 1), ('mexico', 1), ('care', 1), ('greeting', 1), ('president', 1), ('lopez', 1), ('obrador', 1), ('secondly', 1), ('meant', 1), ('game', 1), ('jeopardy', 1), ('thing', 1), ('you', 1), ('member', 1), ('israeli', 1), ('knesset', 1), ('who', 1), ('honduras', 1)]"
785,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,When it comes to Mexico I am the one person on this stage that came out first to say I was for the U.S. Mexican Canadian trade agreement. That is going to be one of the number one duties of a president is to implement that.,13.0,True,"[('when', 1), ('come', 2), ('mexico', 1), ('person', 1), ('us', 1), ('mexican', 1), ('canadian', 1), ('trade', 1), ('agreement', 1), ('that', 1), ('go', 1), ('duty', 1), ('implement', 1)]"
786,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,Senator Klobuchar my colleague specifically asked you if you could name the President of Mexico and your response was no.,6.0,False,"[('senator', 1), ('klobuchar', 1), ('colleague', 1), ('specifically', 1), ('ask', 1), ('name', 1), ('president', 1), ('mexico', 1), ('response', 1)]"
787,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,Yes  right. And I said that I made an error. I think having a president that maybe is humble and is able to admit that here and there maybe  be a bad thing.,11.0,True,"[('yes', 1), ('and', 1), ('say', 1), ('make', 1), ('error', 1), ('maybe', 2), ('humble', 1), ('able', 1), ('admit', 1)]"
789,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,Yeah look I  liken this to trivia.  actually  know how many members were in the Knesset. So you got me there.,3.0,True,"[('yeah', 1), ('liken', 1), ('trivia', 1), ('member', 1), ('knesset', 1), ('get', 1)]"
791,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,But  staking your candidacy on your Washington experience.  on the committee that oversees border security.  on the committee that does trade.  literally part of the committee  overseeing these things and  not able to speak to literally the first thing about the politics of the country to our south.,17.0,True,"[('but', 1), ('stake', 1), ('candidacy', 1), ('washington', 1), ('experience', 1), ('committee', 3), ('oversees', 1), ('border', 1), ('security', 1), ('trade', 1), ('literally', 2), ('oversee', 1), ('thing', 1), ('able', 1), ('speak', 1), ('politics', 1), ('south', 1)]"
792,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,Are you trying to say that  dumb? Are you mocking me here Pete?,4.0,True,"[('be', 2), ('try', 1), ('dumb', 1), ('mock', 1), ('pete', 1)]"
794,02-19-2020,"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,I said I made an error. People sometimes forget names. I am the one that has number one has the experience based on passing over 100 bills-,11.0,True,"[('say', 1), ('make', 1), ('error', 1), ('people', 1), ('sometimes', 1), ('forget', 1), ('name', 1), ('experience', 1), ('base', 1), ('passing', 1), ('bill', 1)]"
